Protein.ensemblID	Protein.proID
ENSP00000483100	PR_Q3T8J9
ENSP00000325776	PR_A2A2V5
ENSP00000268655	PR_Q15697
ENSP00000355385	PR_Q96D70
ENSP00000358765	PR_Q13641
ENSP00000451224	PR_Q14934
ENSP00000379621	PR_P57768
ENSP00000369786	PR_O00625
ENSP00000298032	PR_Q5W041
ENSP00000472998	PR_P08621
ENSP00000375600	PR_Q8N9W5
ENSP00000301532	PR_Q13606
ENSP00000264414	PR_Q13618
ENSP00000297375	PR_P19622
ENSP00000384782	PR_Q8IZ20
ENSP00000483783	PR_P28039
ENSP00000233242	PR_P04114
ENSP00000401089	PR_P0C6C1
ENSP00000395114	PR_P63104
ENSP00000293670	PR_P78385
ENSP00000354920	PR_Q8N6R0
ENSP00000355094	PR_Q96PU8
ENSP00000295321	PR_Q96ST2
ENSP00000413592	PR_Q8TAC1
ENSP00000483481	PR_O75023
ENSP00000447698	PR_Q9NU63
ENSP00000356231	PR_P47224
ENSP00000344299	PR_Q7Z6K3
ENSP00000429078	PR_Q9NUQ9
ENSP00000205214	PR_Q4L235
ENSP00000301258	PR_O43653
ENSP00000322957	PR_Q9P286
ENSP00000478708	PR_P13236
ENSP00000364935	PR_O00299
ENSP00000296839	PR_Q9C009
ENSP00000327675	PR_A6NHZ5
ENSP00000444215	PR_Q8WVP5
ENSP00000298375	PR_Q96JD6
ENSP00000357075	PR_P37802
ENSP00000496414	PR_P35241
ENSP00000484354	PR_Q9NX02
ENSP00000340278	PR_Q99497
ENSP00000380950	PR_P05107
ENSP00000478702	PR_Q15771
ENSP00000459214	PR_P30519
ENSP00000449350	PR_Q9UGF7
ENSP00000367655	PR_Q86WI1
ENSP00000377531	PR_P47870
ENSP00000497336	PR_P46977
ENSP00000481478	PR_P43628
ENSP00000470813	PR_P0DN87
ENSP00000386702	PR_A6NDP7
ENSP00000196371	PR_P55809
ENSP00000348564	PR_Q8IWY9
ENSP00000349930	PR_Q8NGC1
ENSP00000454157	PR_O60315
ENSP00000356248	PR_P35236
ENSP00000484287	PR_P0C623
ENSP00000355589	PR_Q9P2F8
ENSP00000405502	PR_Q99944
ENSP00000479829	PR_Q8NHJ6
ENSP00000493300	PR_A0A286YFB4
ENSP00000359432	PR_Q96DE9
ENSP00000315945	PR_Q9NR16
ENSP00000328478	PR_Q16280
ENSP00000222402	PR_Q9Y2X8
ENSP00000373472	PR_Q9UKP4
ENSP00000493430	PR_A6NL08
ENSP00000302855	PR_P59817
ENSP00000490233	PR_A0A1B0GUT2
ENSP00000386230	PR_Q9NVV2
ENSP00000483030	PR_Q9BRJ2
ENSP00000427327	PR_Q9BS18
ENSP00000289248	PR_Q9NX52
ENSP00000437271	PR_Q9C0C2
ENSP00000438293	PR_P43361
ENSP00000435708	PR_P17480
ENSP00000320869	PR_Q8WV44
ENSP00000419411	PR_Q8N0V5
ENSP00000412927	PR_P17693
ENSP00000404913	PR_Q9UK00
ENSP00000472467	PR_Q6UXB2
ENSP00000299687	PR_Q9C0G0
ENSP00000343364	PR_Q9BPX7
ENSP00000364893	PR_Q14155
ENSP00000444799	PR_O75954
ENSP00000292180	PR_Q8NFF5
ENSP00000432393	PR_Q92966
ENSP00000239891	PR_Q9Y673
ENSP00000315064	PR_Q9HAY2
ENSP00000351734	PR_Q9NVP4
ENSP00000284957	PR_Q9UJ41
ENSP00000462538	PR_Q8TCD1
ENSP00000484862	PR_Q9UKF5
ENSP00000495623	PR_Q9Y3B6
ENSP00000361662	PR_Q16661
ENSP00000393832	PR_B7ZBB8
ENSP00000459043	PR_A1A5D9
ENSP00000363741	PR_O43390
ENSP00000370262	PR_Q5H8C1
ENSP00000278765	PR_Q9BX51
ENSP00000292530	PR_Q96JL9
ENSP00000408295	PR_P40937
ENSP00000491525	PR_O95427
ENSP00000325785	PR_Q69YQ0
ENSP00000390831	PR_Q8N1B4
ENSP00000262294	PR_O94972
ENSP00000250113	PR_P51116
ENSP00000318197	PR_Q6PEY2
ENSP00000450936	PR_P49758
ENSP00000306760	PR_Q96CN5
ENSP00000494009	PR_Q9NQ40
ENSP00000278840	PR_O95864
ENSP00000356470	PR_Q5T5J6
ENSP00000450436	PR_Q02252
ENSP00000494320	PR_O15321
ENSP00000351314	PR_P40306
ENSP00000487032	PR_Q96CX3
ENSP00000384481	PR_P46199
ENSP00000332879	PR_O43155
ENSP00000236938	PR_Q7L513
ENSP00000386331	PR_Q13402
ENSP00000275162	PR_Q5SYC1
ENSP00000407822	PR_Q9UQ52
ENSP00000324302	PR_Q8NFX7
ENSP00000373304	PR_Q6PII3
ENSP00000234038	PR_Q15435
ENSP00000366343	PR_Q96KK4
ENSP00000336817	PR_Q86TE4
ENSP00000353735	PR_Q9NS56
ENSP00000377570	PR_O76011
ENSP00000281631	PR_Q8N3A8
ENSP00000402198	PR_Q9P1U0
ENSP00000342667	PR_Q9NV58
ENSP00000468309	PR_O43934
ENSP00000331867	PR_Q7RTX1
ENSP00000335615	PR_Q9P203
ENSP00000371085	PR_Q6UXY1
ENSP00000376984	PR_Q86YS6
ENSP00000267023	PR_Q9BQ15
ENSP00000492204	PR_P53779
ENSP00000376295	PR_Q9BZF2
ENSP00000447627	PR_Q9GZK7
ENSP00000365510	PR_Q6WN34
ENSP00000310873	PR_Q96H96
ENSP00000245105	PR_Q8TE82
ENSP00000349823	PR_Q9NZC9
ENSP00000347240	PR_Q7Z4I7
ENSP00000330904	PR_Q8NGX1
ENSP00000360184	PR_Q9HD45
ENSP00000403154	PR_O95865
ENSP00000361699	PR_P17812
ENSP00000418783	PR_A0AV02
ENSP00000312814	PR_Q14681
ENSP00000340644	PR_Q8NHR7
ENSP00000265854	PR_Q9Y6D9
ENSP00000370381	PR_Q13621
ENSP00000353203	PR_Q5T7P3
ENSP00000361985	PR_Q9Y2B9
ENSP00000377668	PR_P51687
ENSP00000328818	PR_Q9UNW8
ENSP00000348349	PR_B2RTY4
ENSP00000370966	PR_O95825
ENSP00000429275	PR_Q96AQ2
ENSP00000328069	PR_Q6P5S2
ENSP00000357052	PR_Q5TAQ9
ENSP00000344942	PR_A6NIH7
ENSP00000424126	PR_Q6DN14
ENSP00000363117	PR_P09769
ENSP00000368511	PR_Q96LI9
ENSP00000274565	PR_P58062
ENSP00000489894	PR_A0A1B0GV22
ENSP00000447566	PR_P05787
ENSP00000395122	PR_Q8NCW6
ENSP00000229402	PR_Q12918
ENSP00000260665	PR_P42704
ENSP00000309493	PR_Q5T6X5
ENSP00000363753	PR_Q9NX38
ENSP00000260983	PR_Q9P2P5
ENSP00000246024	PR_Q9H1E5
ENSP00000417138	PR_P55058
ENSP00000481734	PR_Q01118
ENSP00000391742	PR_Q9H091
ENSP00000452762	PR_P13804
ENSP00000305654	PR_Q9NYZ1
ENSP00000331167	PR_Q8IXW0
ENSP00000336753	PR_Q9Y225
ENSP00000327145	PR_Q14315
ENSP00000379847	PR_P52747
ENSP00000268482	PR_Q92620
ENSP00000402674	PR_C9JSJ3
ENSP00000375397	PR_Q9H0X6
ENSP00000348751	PR_P78410
ENSP00000460665	PR_I3L3R5
ENSP00000491599	PR_A0A1W2PPM1
ENSP00000240327	PR_O43791
ENSP00000293745	PR_Q14CN4
ENSP00000252542	PR_Q14151
ENSP00000460678	PR_Q9NYG5
ENSP00000290552	PR_P78412
ENSP00000440449	PR_P31321
ENSP00000300873	PR_Q9UK08
ENSP00000316338	PR_Q9UQB8
ENSP00000478714	PR_Q16385
ENSP00000438399	PR_P53990
ENSP00000265276	PR_Q9HCL2
ENSP00000304185	PR_Q8WW33
ENSP00000324441	PR_Q8N9Z0
ENSP00000243896	PR_Q9NQQ7
ENSP00000374842	PR_A0A075B6J6
ENSP00000256379	PR_O75586
ENSP00000383225	PR_P60372
ENSP00000470962	PR_O95182
ENSP00000407010	PR_Q6P444
ENSP00000379282	PR_O95870
ENSP00000348455	PR_Q9P2Y5
ENSP00000311320	PR_Q8N1E2
ENSP00000419126	PR_Q9H8K7
ENSP00000260408	PR_O14672
ENSP00000206262	PR_Q9UGC6
ENSP00000478234	PR_B6A8C7
ENSP00000418648	PR_Q6ZU65
ENSP00000221735	PR_Q96HQ0
ENSP00000382869	PR_A2A368
ENSP00000436585	PR_Q9NTX5
ENSP00000264428	PR_P48167
ENSP00000366939	PR_Q9BQP7
ENSP00000230990	PR_Q99075
ENSP00000429445	PR_O00451
ENSP00000234347	PR_P24158
ENSP00000353224	PR_P02786
ENSP00000393379	PR_O60282
ENSP00000480279	PR_Q495M9
ENSP00000302935	PR_Q14005
ENSP00000368356	PR_O94806
ENSP00000498481	PR_O75752
ENSP00000436812	PR_Q9HC84
ENSP00000499834	PR_Q9NPI7
ENSP00000495490	PR_Q9Y572
ENSP00000362390	PR_Q9Y458
ENSP00000222725	PR_Q8NES3
ENSP00000373034	PR_Q9UBS5
ENSP00000346931	PR_Q7Z4R8
ENSP00000259512	PR_Q9BUN8
ENSP00000496234	PR_Q9P2T1
ENSP00000367756	PR_O14795
ENSP00000382717	PR_Q8NEZ3
ENSP00000393597	PR_O43813
ENSP00000424017	PR_P32321
ENSP00000337439	PR_Q9NYF0
ENSP00000403447	PR_Q99466
ENSP00000221665	PR_Q96SL8
ENSP00000360998	PR_Q5VYY1
ENSP00000255784	PR_Q9H6E4
ENSP00000403892	PR_O14771
ENSP00000482801	PR_Q7Z6M3
ENSP00000324551	PR_Q9Y2M2
ENSP00000351957	PR_Q14432
ENSP00000417310	PR_P41221
ENSP00000359446	PR_P15169
ENSP00000390392	PR_Q92503
ENSP00000360046	PR_Q5JVX7
ENSP00000378516	PR_Q8NGF6
ENSP00000387307	PR_Q9H0N0
ENSP00000494805	PR_O95007
ENSP00000334553	PR_Q13356
ENSP00000329243	PR_P08729
ENSP00000294454	PR_Q6PIV7
ENSP00000358963	PR_P28222
ENSP00000280191	PR_Q8NEY3
ENSP00000463637	PR_P51648
ENSP00000261681	PR_Q8N3R9
ENSP00000375093	PR_P59538
ENSP00000499375	PR_Q5VZ66
ENSP00000355923	PR_Q15678
ENSP00000482639	PR_Q99735
ENSP00000367359	PR_Q9GZU0
ENSP00000261866	PR_Q96JI7
ENSP00000473260	PR_P29034
ENSP00000364700	PR_Q99983
ENSP00000337289	PR_Q7L2Z9
ENSP00000444737	PR_Q8N967
ENSP00000483692	PR_O75175
ENSP00000379241	PR_Q9BYS8
ENSP00000485292	PR_Q8NGF1
ENSP00000480059	PR_A0A087WWA1
ENSP00000243077	PR_Q07954
ENSP00000387266	PR_Q08AE8
ENSP00000458551	PR_P59544
ENSP00000326110	PR_Q96GV9
ENSP00000493157	PR_Q8NGT7
ENSP00000363031	PR_Q5TEJ8
ENSP00000493745	PR_Q14953
ENSP00000254325	PR_P22670
ENSP00000272647	PR_Q6DCA0
ENSP00000304689	PR_Q96EK4
ENSP00000384572	PR_O14593
ENSP00000484804	PR_Q7Z3E5
ENSP00000385604	PR_P35222
ENSP00000379895	PR_P50440
ENSP00000212015	PR_Q96EB6
ENSP00000322343	PR_Q8IZL9
ENSP00000472564	PR_Q6P9A1
ENSP00000417184	PR_A0PG75
ENSP00000346206	PR_Q03518
ENSP00000488814	PR_A0A576
ENSP00000454207	PR_Q13114
ENSP00000414558	PR_Q8TB40
ENSP00000419249	PR_A6NNX1
ENSP00000301585	PR_Q14197
ENSP00000263026	PR_O00418
ENSP00000371051	PR_O43149
ENSP00000354459	PR_Q9BXR5
ENSP00000335566	PR_Q3LI58
ENSP00000378058	PR_Q12805
ENSP00000401486	PR_P42226
ENSP00000406407	PR_P0CW01
ENSP00000409472	PR_Q0VDD8
ENSP00000449751	PR_Q9NYL4
ENSP00000332073	PR_P26572
ENSP00000372611	PR_Q5SRN2
ENSP00000480889	PR_Q96LZ2
ENSP00000378712	PR_Q1ZYL8
ENSP00000445366	PR_Q8IYX4
ENSP00000316605	PR_Q9NQW8
ENSP00000364802	PR_P0DMV8
ENSP00000280605	PR_Q9H0I9
ENSP00000449994	PR_Q8N4B1
ENSP00000374876	PR_A0A0K0K1D8
ENSP00000413950	PR_Q92506
ENSP00000343445	PR_P48594
ENSP00000298299	PR_P17026
ENSP00000372750	PR_P08912
ENSP00000237201	PR_Q9HBV2
ENSP00000488055	PR_Q6NZY4
ENSP00000381293	PR_P46459
ENSP00000418661	PR_Q86Y79
ENSP00000493895	PR_P24530
ENSP00000375711	PR_Q96B36
ENSP00000367936	PR_O14949
ENSP00000271469	PR_Q16222
ENSP00000321108	PR_Q92563
ENSP00000375391	PR_P0DMV9
ENSP00000329452	PR_Q9BQT8
ENSP00000457386	PR_B2RUZ4
ENSP00000367022	PR_Q93077
ENSP00000413929	PR_Q9P2K3
ENSP00000386195	PR_Q8NGC2
ENSP00000252711	PR_O95299
ENSP00000308549	PR_P30542
ENSP00000375002	PR_A0A0B4J1U7
ENSP00000190165	PR_Q9NQL9
ENSP00000310375	PR_Q15049
ENSP00000362258	PR_Q8IV45
ENSP00000304586	PR_Q6ZW76
ENSP00000383933	PR_Q7Z5A7
ENSP00000361891	PR_Q01518
ENSP00000485370	PR_B3EWG5
ENSP00000276218	PR_Q8TDV5
ENSP00000331106	PR_Q7Z412
ENSP00000465978	PR_A8MUP6
ENSP00000373206	PR_Q5NDL2
ENSP00000313309	PR_Q9BT04
ENSP00000403562	PR_Q9BZM4
ENSP00000495726	PR_Q5JU85
ENSP00000377103	PR_Q9BWM7
ENSP00000332983	PR_Q6ICG8
ENSP00000293636	PR_Q9UNI1
ENSP00000484176	PR_A5D8T8
ENSP00000422532	PR_Q96S65
ENSP00000383744	PR_P17927
ENSP00000483212	PR_O15427
ENSP00000254719	PR_P27694
ENSP00000342787	PR_P46779
ENSP00000220166	PR_P09668
ENSP00000333660	PR_Q7Z3V5
ENSP00000481581	PR_Q16676
ENSP00000374049	PR_A6NCI4
ENSP00000415755	PR_Q12899
ENSP00000387673	PR_P17027
ENSP00000435835	PR_Q9NZC4
ENSP00000362556	PR_O43298
ENSP00000322802	PR_Q86VY4
ENSP00000407739	PR_Q9GZK4
ENSP00000321804	PR_Q8N4S7
ENSP00000368683	PR_P05305
ENSP00000354612	PR_P23219
ENSP00000054650	PR_Q8WTV1
ENSP00000420174	PR_P60508
ENSP00000292494	PR_Q16553
ENSP00000216014	PR_O43731
ENSP00000494269	PR_P60709
ENSP00000476228	PR_Q9NXA8
ENSP00000488527	PR_Q5TYX0
ENSP00000412297	PR_O60927
ENSP00000224652	PR_O95260
ENSP00000318373	PR_Q8N8E2
ENSP00000312385	PR_Q03828
ENSP00000375014	PR_A0A0C4DH31
ENSP00000256104	PR_P15090
ENSP00000335029	PR_Q14644
ENSP00000411380	PR_O77932
ENSP00000461665	PR_Q9NX36
ENSP00000361721	PR_Q96RK1
ENSP00000310557	PR_Q9Y6H6
ENSP00000492986	PR_Q8NGF3
ENSP00000397002	PR_C9J3V5
ENSP00000438446	PR_A0A075B6T8
ENSP00000264720	PR_Q8WUA4
ENSP00000359361	PR_Q9NXZ2
ENSP00000272462	PR_Q13021
ENSP00000368831	PR_O60749
ENSP00000302846	PR_P35408
ENSP00000310335	PR_Q6BDI9
ENSP00000301452	PR_Q8TDN7
ENSP00000305988	PR_Q13740
ENSP00000415941	PR_P0C0L5
ENSP00000403932	PR_Q8N7B9
ENSP00000356432	PR_Q76B58
ENSP00000352173	PR_Q9HBJ0
ENSP00000493167	PR_P0DPE3
ENSP00000263610	PR_Q9BZE3
ENSP00000379208	PR_Q8NDW4
ENSP00000260956	PR_P05455
ENSP00000284767	PR_Q53GG5
ENSP00000369146	PR_Q8N339
ENSP00000316779	PR_O00499
ENSP00000458667	PR_Q9H7X0
ENSP00000374574	PR_Q86XP3
ENSP00000360778	PR_Q99808
ENSP00000403975	PR_Q96K58
ENSP00000365752	PR_Q08345
ENSP00000349293	PR_O60909
ENSP00000478156	PR_Q9BSV6
ENSP00000400010	PR_Q12913
ENSP00000446152	PR_Q8NFY4
ENSP00000258662	PR_Q9NV35
ENSP00000343535	PR_Q93009
ENSP00000268164	PR_Q92186
ENSP00000487722	PR_A0A0C4DH29
ENSP00000463455	PR_Q13772
ENSP00000389140	PR_P43146
ENSP00000272348	PR_P62308
ENSP00000413430	PR_Q9Y4H4
ENSP00000407726	PR_O00534
ENSP00000360876	PR_O14879
ENSP00000373450	PR_Q07617
ENSP00000487987	PR_P04433
ENSP00000376896	PR_Q9UBH0
ENSP00000287143	PR_Q9Y2Y8
ENSP00000346659	PR_Q04671
ENSP00000462529	PR_Q9BQA9
ENSP00000434724	PR_Q9GZT6
ENSP00000413035	PR_O43251
ENSP00000357704	PR_P26447
ENSP00000442982	PR_Q13304
ENSP00000385481	PR_Q8WXB1
ENSP00000482447	PR_Q5TYW1
ENSP00000256637	PR_Q99523
ENSP00000254730	PR_P57772
ENSP00000218224	PR_O60828
ENSP00000349616	PR_Q86V24
ENSP00000449008	PR_P49281
ENSP00000415433	PR_Q96CB8
ENSP00000251241	PR_Q8IX18
ENSP00000382959	PR_P18859
ENSP00000313829	PR_Q07666
ENSP00000437849	PR_Q7Z4N2
ENSP00000486252	PR_Q8TD47
ENSP00000484123	PR_P43632
ENSP00000344572	PR_O43427
ENSP00000394049	PR_Q13239
ENSP00000318423	PR_Q8NG48
ENSP00000482722	PR_Q8WWR8
ENSP00000315644	PR_P04818
ENSP00000493072	PR_P53779
ENSP00000223369	PR_O15498
ENSP00000318147	PR_Q9BZQ6
ENSP00000444254	PR_Q8TD10
ENSP00000262710	PR_Q9UKV3
ENSP00000239444	PR_Q9UN66
ENSP00000366841	PR_Q7Z4G1
ENSP00000296741	PR_Q6UWR7
ENSP00000484072	PR_Q8N4C9
ENSP00000348813	PR_Q9P0N9
ENSP00000256389	PR_O43506
ENSP00000304283	PR_P60763
ENSP00000375033	PR_P01763
ENSP00000347463	PR_Q9H4W6
ENSP00000431162	PR_Q9Y6B2
ENSP00000495033	PR_P62273
ENSP00000351777	PR_P55072
ENSP00000301905	PR_Q96KB5
ENSP00000366690	PR_Q76KD6
ENSP00000410802	PR_P67870
ENSP00000497766	PR_A6NDV4
ENSP00000303145	PR_P49755
ENSP00000442360	PR_Q9NR28
ENSP00000369042	PR_O95373
ENSP00000370395	PR_Q96EQ0
ENSP00000485238	PR_A0AVI2
ENSP00000482378	PR_A4QPB2
ENSP00000393719	PR_Q6ZS10
ENSP00000259711	PR_Q9H1H9
ENSP00000356426	PR_Q9NYJ8
ENSP00000291270	PR_Q09013
ENSP00000492790	PR_A8MWA4
ENSP00000260403	PR_Q0P6H9
ENSP00000326128	PR_Q92615
ENSP00000387982	PR_Q6P4I2
ENSP00000364284	PR_P47756
ENSP00000262101	PR_P21757
ENSP00000209540	PR_O60431
ENSP00000368242	PR_Q8N5L8
ENSP00000374844	PR_P01714
ENSP00000260282	PR_Q9H0Q3
ENSP00000264553	PR_P51124
ENSP00000367942	PR_O60383
ENSP00000265362	PR_Q14563
ENSP00000360841	PR_Q9NY56
ENSP00000412547	PR_Q6ZUI0
ENSP00000380281	PR_Q99527
ENSP00000366416	PR_P24530
ENSP00000329926	PR_Q8IU99
ENSP00000358714	PR_Q8N3Z0
ENSP00000309555	PR_P51610
ENSP00000328426	PR_Q5VWN6
ENSP00000439996	PR_Q9NQ89
ENSP00000468990	PR_Q9BQD3
ENSP00000383530	PR_Q9GZK4
ENSP00000415115	PR_Q8WXB1
ENSP00000361276	PR_Q8WWB3
ENSP00000400513	PR_Q53R41
ENSP00000371141	PR_A6NDE8
ENSP00000440376	PR_O43296
ENSP00000343348	PR_Q2NL98
ENSP00000434190	PR_Q13405
ENSP00000427661	PR_Q96Q91
ENSP00000318185	PR_Q9Y546
ENSP00000401645	PR_P05120
ENSP00000481550	PR_Q9Y2V2
ENSP00000232501	PR_Q8WTW4
ENSP00000492160	PR_Q6ICI0
ENSP00000479518	PR_Q96H55
ENSP00000304405	PR_O43390
ENSP00000328598	PR_Q9GZZ0
ENSP00000386415	PR_Q13409
ENSP00000384615	PR_Q9Y6Q2
ENSP00000366694	PR_Q96CX2
ENSP00000481530	PR_Q86YJ7
ENSP00000365806	PR_P36915
ENSP00000485393	PR_A0A096LP49
ENSP00000397249	PR_Q9Y6E2
ENSP00000361725	PR_Q14249
ENSP00000264982	PR_Q8NHQ1
ENSP00000500641	PR_Q8WXF3
ENSP00000246533	PR_P04632
ENSP00000329867	PR_Q9Y570
ENSP00000484290	PR_P43356
ENSP00000225235	PR_O60347
ENSP00000482484	PR_O75478
ENSP00000328325	PR_P53801
ENSP00000308606	PR_Q8TD06
ENSP00000302886	PR_Q9UQ80
ENSP00000288607	PR_Q9BT73
ENSP00000267622	PR_Q15643
ENSP00000287934	PR_Q9UP38
ENSP00000387176	PR_P0CG39
ENSP00000381976	PR_Q9NUJ7
ENSP00000259457	PR_Q99436
ENSP00000454719	PR_Q5XKK7
ENSP00000446680	PR_O43248
ENSP00000376197	PR_P02786
ENSP00000258180	PR_O60268
ENSP00000463795	PR_Q9HC21
ENSP00000344860	PR_Q6UXB1
ENSP00000295974	PR_Q92870
ENSP00000486702	PR_Q9ULW8
ENSP00000411439	PR_P0C8F1
ENSP00000377257	PR_Q16842
ENSP00000340656	PR_Q9NWT8
ENSP00000356795	PR_O60806
ENSP00000497968	PR_Q16552
ENSP00000327846	PR_A6NKC9
ENSP00000310593	PR_Q49MG5
ENSP00000377344	PR_Q8IY21
ENSP00000364578	PR_P18615
ENSP00000457352	PR_Q96FI4
ENSP00000491070	PR_A8MU93
ENSP00000383398	PR_Q30KQ5
ENSP00000398412	PR_Q29980
ENSP00000325491	PR_Q9BWV2
ENSP00000382688	PR_P29375
ENSP00000329199	PR_P43360
ENSP00000344996	PR_A6NDB9
ENSP00000359866	PR_P22003
ENSP00000386841	PR_Q9UM21
ENSP00000468720	PR_O75346
ENSP00000350573	PR_Q96BD6
ENSP00000252445	PR_P60002
ENSP00000281141	PR_O75794
ENSP00000421646	PR_Q96A23
ENSP00000455851	PR_Q96MX0
ENSP00000466924	PR_Q92800
ENSP00000477512	PR_Q8NBN7
ENSP00000350818	PR_Q6V702
ENSP00000321005	PR_Q6UXG3
ENSP00000344579	PR_Q5H9T9
ENSP00000266970	PR_P24941
ENSP00000348769	PR_O95376
ENSP00000383547	PR_Q9GZK4
ENSP00000492617	PR_Q02246
ENSP00000478600	PR_Q8IVL6
ENSP00000477540	PR_P0CG29
ENSP00000354130	PR_P56693
ENSP00000428288	PR_Q9UN71
ENSP00000323076	PR_Q9BU61
ENSP00000368688	PR_Q5U5X0
ENSP00000274192	PR_P18405
ENSP00000479304	PR_A0A0G2JMI3
ENSP00000359301	PR_P43357
ENSP00000332116	PR_Q07343
ENSP00000386398	PR_A7E2S9
ENSP00000302422	PR_Q8NGK4
ENSP00000301729	PR_P42126
ENSP00000406612	PR_Q9NZJ9
ENSP00000446474	PR_Q99717
ENSP00000297613	PR_Q8N5L8
ENSP00000386385	PR_Q9Y6I8
ENSP00000297063	PR_Q8NCT3
ENSP00000355437	PR_Q8NG06
ENSP00000315118	PR_Q96D53
ENSP00000322837	PR_Q8WWA1
ENSP00000372905	PR_O95867
ENSP00000499211	PR_Q9Y2G2
ENSP00000420267	PR_Q15406
ENSP00000420775	PR_Q8N9L1
ENSP00000248633	PR_O43933
ENSP00000413964	PR_Q8ND56
ENSP00000497263	PR_Q9NQX6
ENSP00000358956	PR_Q5VVH5
ENSP00000280187	PR_P51674
ENSP00000489225	PR_Q96PZ7
ENSP00000265968	PR_P50461
ENSP00000472090	PR_P55344
ENSP00000414770	PR_P28062
ENSP00000343230	PR_Q9BXJ1
ENSP00000342924	PR_Q8NEM0
ENSP00000378368	PR_Q14254
ENSP00000363492	PR_P43026
ENSP00000322251	PR_Q59H18
ENSP00000370117	PR_Q16637
ENSP00000371397	PR_Q8N2R8
ENSP00000481406	PR_Q8IXM6
ENSP00000344307	PR_Q5VW36
ENSP00000423313	PR_Q49A17
ENSP00000420614	PR_Q14916
ENSP00000492051	PR_O95427
ENSP00000481257	PR_Q8IYS5
ENSP00000278520	PR_Q8N4S0
ENSP00000369695	PR_P42568
ENSP00000417078	PR_Q9H2U1
ENSP00000493303	PR_P58181
ENSP00000244571	PR_Q5JTZ9
ENSP00000379701	PR_Q14541
ENSP00000372127	PR_P0C7P1
ENSP00000428220	PR_A1A4Y4
ENSP00000364711	PR_P20774
ENSP00000386452	PR_A2RUB1
ENSP00000495162	PR_Q8NBC4
ENSP00000349181	PR_Q96D96
ENSP00000352222	PR_Q9NRF8
ENSP00000386277	PR_Q9BV87
ENSP00000365160	PR_Q96G61
ENSP00000454404	PR_Q8WVE7
ENSP00000441687	PR_Q9UKI9
ENSP00000389094	PR_Q53EP0
ENSP00000341539	PR_Q8N3R3
ENSP00000385273	PR_Q9Y6Q2
ENSP00000300658	PR_Q96FM1
ENSP00000377501	PR_P62879
ENSP00000304595	PR_Q9HCC6
ENSP00000444810	PR_Q13451
ENSP00000215957	PR_Q8N3F8
ENSP00000346768	PR_O60656
ENSP00000478145	PR_Q10570
ENSP00000272732	PR_Q0VDG4
ENSP00000350698	PR_Q9H0S4
ENSP00000494425	PR_O60603
ENSP00000360609	PR_P08238
ENSP00000351298	PR_P62140
ENSP00000319486	PR_Q9UKR8
ENSP00000248598	PR_Q14314
ENSP00000347852	PR_O94875
ENSP00000465734	PR_P36021
ENSP00000288014	PR_Q9BU02
ENSP00000348108	PR_O75525
ENSP00000480218	PR_Q86XN6
ENSP00000366715	PR_Q5W0B7
ENSP00000477570	PR_Q96EY1
ENSP00000264784	PR_Q9NRM0
ENSP00000451672	PR_Q9HDB5
ENSP00000421405	PR_Q96C74
ENSP00000419977	PR_Q9HBI5
ENSP00000251636	PR_Q7Z478
ENSP00000300557	PR_Q9BU68
ENSP00000382819	PR_O77932
ENSP00000372105	PR_A6NEQ0
ENSP00000357051	PR_P40855
ENSP00000380729	PR_P13489
ENSP00000346697	PR_Q96LC9
ENSP00000413625	PR_Q96RU3
ENSP00000418062	PR_Q86T20
ENSP00000225964	PR_P02452
ENSP00000339435	PR_Q9GZT4
ENSP00000262150	PR_Q9H159
ENSP00000390966	PR_P46379
ENSP00000334644	PR_Q5T5A8
ENSP00000359181	PR_Q9UGP5
ENSP00000274599	PR_Q96RE9
ENSP00000337065	PR_O95715
ENSP00000394612	PR_Q99435
ENSP00000261893	PR_P83111
ENSP00000379868	PR_Q8TE02
ENSP00000424838	PR_Q9NQI0
ENSP00000341139	PR_Q6ZUJ4
ENSP00000361305	PR_P50995
ENSP00000296029	PR_P02776
ENSP00000384100	PR_Q96HH4
ENSP00000486762	PR_Q86W26
ENSP00000357040	PR_Q9ULK5
ENSP00000420091	PR_O94933
ENSP00000479284	PR_Q8N257
ENSP00000241651	PR_P15173
ENSP00000357776	PR_Q9BYE3
ENSP00000460629	PR_Q9NYP8
ENSP00000378993	PR_Q96AC1
ENSP00000233190	PR_P28331
ENSP00000365630	PR_Q8IZ41
ENSP00000297534	PR_Q96HJ9
ENSP00000492990	PR_O95222
ENSP00000353073	PR_Q13286
ENSP00000343695	PR_Q9UDY6
ENSP00000362153	PR_Q13823
ENSP00000254627	PR_Q02509
ENSP00000363398	PR_Q92935
ENSP00000362788	PR_Q8NGR2
ENSP00000216267	PR_O95696
ENSP00000305664	PR_Q9H4I3
ENSP00000365042	PR_P67870
ENSP00000420780	PR_Q3SXY8
ENSP00000417769	PR_Q8NA54
ENSP00000320828	PR_Q9H6S3
ENSP00000415015	PR_Q99943
ENSP00000308032	PR_Q96SQ9
ENSP00000392221	PR_Q9Y6J8
ENSP00000283131	PR_O60264
ENSP00000346032	PR_P07355
ENSP00000378759	PR_Q13239
ENSP00000306080	PR_Q9HC36
ENSP00000453399	PR_Q9H7F4
ENSP00000455585	PR_P0CG23
ENSP00000055682	PR_Q5QGS0
